flight_date,flight_status,dep_iata,dep_icao,dep_airport,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_iata,arr_icao,arr_airport,arr_scheduled,arr_estimated,arr_actual,arr_delay,airline_name,flight_number,flight_iata,flight_icao,collected_at
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T01:20:00+00:00,2025-10-27T01:20:00+00:00,2025-10-27T02:02:00+00:00,43.0,VKO,UUWW,Vnukovo,2025-10-27T05:15:00+00:00,2025-10-27T05:38:00+00:00,,23.0,Turkish Airlines,407,TK407,THY1SW,2025-10-27 14:04:59
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T09:30:00+00:00,2025-10-27T09:30:00+00:00,,,EDO,LTFD,Edremit/korfez,2025-10-27T10:35:00+00:00,,,,Turkish Airlines,2260,TK2260,THY3VG,2025-10-27 14:04:59
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T09:30:00+00:00,2025-10-27T09:30:00+00:00,,10.0,TJK,LTAW,Tokat,2025-10-27T11:05:00+00:00,,,,Turkish Airlines,2582,TK2582,THY6FY,2025-10-27 14:04:59
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T09:50:00+00:00,2025-10-27T09:50:00+00:00,,,ECN,LCEN,Ercan,2025-10-27T10:30:00+00:00,,,,Turkish Airlines,974,TK974,THY7FX,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:00:00+00:00,2025-10-27T07:00:00+00:00,2025-10-27T07:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:02:00+00:00,,,Air Serbia,8033,JU8033,ASL8033,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:00:00+00:00,2025-10-27T07:00:00+00:00,2025-10-27T07:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:02:00+00:00,,,Turkish Airlines,2310,TK2310,THY2310,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:00:00+00:00,2025-10-27T07:00:00+00:00,2025-10-27T07:10:00+00:00,11.0,OGU,LTCB,Ordu Giresun Airport,2025-10-27T08:45:00+00:00,2025-10-27T08:22:00+00:00,,,Turkish Airlines,2848,TK2848,THY2848,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:00:00+00:00,2025-10-27T07:00:00+00:00,2025-10-27T07:13:00+00:00,14.0,MXP,LIMC,Milano Malpensa,2025-10-27T07:40:00+00:00,2025-10-27T07:36:00+00:00,,,MNG Airlines,700,MB700,MNB700,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:05:00+00:00,2025-10-27T07:05:00+00:00,2025-10-27T07:21:00+00:00,17.0,GZT,LTAJ,Gaziantep,2025-10-27T08:50:00+00:00,2025-10-27T08:37:00+00:00,,,Air Serbia,8198,JU8198,ASL8198,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:05:00+00:00,2025-10-27T07:05:00+00:00,2025-10-27T07:21:00+00:00,17.0,GZT,LTAJ,Gaziantep,2025-10-27T08:50:00+00:00,2025-10-27T08:37:00+00:00,,,Turkish Airlines,2220,TK2220,THY2220,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:25:00+00:00,2025-10-27T07:25:00+00:00,2025-10-27T07:45:00+00:00,21.0,MQM,LTCR,Mardin,2025-10-27T09:25:00+00:00,2025-10-27T09:19:00+00:00,,,Turkish Airlines,2674,TK2674,THY2674,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:25:00+00:00,2025-10-27T07:25:00+00:00,2025-10-27T07:32:00+00:00,8.0,SZF,LTFH,Carsamba,2025-10-27T08:55:00+00:00,2025-10-27T08:27:00+00:00,,,Thai Airways International,9336,TG9336,THA9336,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:25:00+00:00,2025-10-27T07:25:00+00:00,2025-10-27T07:32:00+00:00,8.0,SZF,LTFH,Carsamba,2025-10-27T08:55:00+00:00,2025-10-27T08:27:00+00:00,,,Turkish Airlines,2806,TK2806,THY2806,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:30:00+00:00,2025-10-27T07:30:00+00:00,,70.0,DSS,GOBD,"Blaise Diagne International Airport
",2025-10-27T11:39:00+00:00,,,,Turkish Airlines,6055,TK6055,THY6055,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:52:00+00:00,18.0,ORD,KORD,Chicago O'hare International,2025-10-27T11:05:00+00:00,2025-10-27T10:30:00+00:00,,,IndiGo,4035,6E4035,IGO4035,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:52:00+00:00,18.0,ORD,KORD,Chicago O'hare International,2025-10-27T11:05:00+00:00,2025-10-27T10:30:00+00:00,,,Uzbekistan Airways,7235,HY7235,UZB7235,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:52:00+00:00,18.0,ORD,KORD,Chicago O'hare International,2025-10-27T11:05:00+00:00,2025-10-27T10:30:00+00:00,,,Miat - Mongolian Airlines,1137,OM1137,MGL1137,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:52:00+00:00,18.0,ORD,KORD,Chicago O'hare International,2025-10-27T11:05:00+00:00,2025-10-27T10:30:00+00:00,,,Pakistan International Airlines,5185,PK5185,PIA5185,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:52:00+00:00,18.0,ORD,KORD,Chicago O'hare International,2025-10-27T11:05:00+00:00,2025-10-27T10:30:00+00:00,,,Turkish Airlines,185,TK185,THY185,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:44:00+00:00,10.0,GZP,LTFG,Gazipasa Airport,2025-10-27T09:00:00+00:00,2025-10-27T08:45:00+00:00,,,Finnair,3317,AY3317,FIN3317,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:44:00+00:00,10.0,GZP,LTFG,Gazipasa Airport,2025-10-27T09:00:00+00:00,2025-10-27T08:45:00+00:00,,,Air Serbia,8192,JU8192,ASL8192,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:44:00+00:00,10.0,GZP,LTFG,Gazipasa Airport,2025-10-27T09:00:00+00:00,2025-10-27T08:45:00+00:00,,,Thai Airways International,9334,TG9334,THA9334,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:44:00+00:00,10.0,GZP,LTFG,Gazipasa Airport,2025-10-27T09:00:00+00:00,2025-10-27T08:45:00+00:00,,,Turkish Airlines,2592,TK2592,THY2592,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:35:00+00:00,2025-10-27T07:35:00+00:00,2025-10-27T07:55:00+00:00,21.0,MRU,FIMP,Sir Seewoosagur Ramgoolam International,2025-10-27T17:45:00+00:00,2025-10-27T18:30:00+00:00,,45.0,Turkish Airlines,,TK,THY,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:40:00+00:00,2025-10-27T07:40:00+00:00,2025-10-27T08:08:00+00:00,29.0,BGW,ORBI,Baghdad International,2025-10-27T10:35:00+00:00,2025-10-27T10:36:00+00:00,,1.0,Turkish Airlines,842,TK842,THY842,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:40:00+00:00,2025-10-27T07:40:00+00:00,2025-10-27T07:49:00+00:00,10.0,BJV,LTFE,Milas,2025-10-27T08:55:00+00:00,2025-10-27T08:45:00+00:00,,,Air Serbia,8112,JU8112,ASL8112,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:40:00+00:00,2025-10-27T07:40:00+00:00,2025-10-27T07:49:00+00:00,10.0,BJV,LTFE,Milas,2025-10-27T08:55:00+00:00,2025-10-27T08:45:00+00:00,,,TAROM,9182,RO9182,ROT9182,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:40:00+00:00,2025-10-27T07:40:00+00:00,2025-10-27T07:49:00+00:00,10.0,BJV,LTFE,Milas,2025-10-27T08:55:00+00:00,2025-10-27T08:45:00+00:00,,,Thai Airways International,9312,TG9312,THA9312,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:40:00+00:00,2025-10-27T07:40:00+00:00,2025-10-27T07:49:00+00:00,10.0,BJV,LTFE,Milas,2025-10-27T08:55:00+00:00,2025-10-27T08:45:00+00:00,,,Turkish Airlines,2504,TK2504,THY2504,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:45:00+00:00,2025-10-27T07:45:00+00:00,2025-10-27T08:00:00+00:00,16.0,ECN,LCEN,Ercan,2025-10-27T08:25:00+00:00,2025-10-27T08:11:00+00:00,,,Pegasus,1982,PC1982,PGT1982,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:45:00+00:00,2025-10-27T07:45:00+00:00,2025-10-27T08:28:00+00:00,44.0,ECN,LCEN,Ercan,2025-10-27T08:20:00+00:00,2025-10-27T08:43:00+00:00,,23.0,Turkish Airlines,960,TK960,THY960,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:45:00+00:00,2025-10-27T07:45:00+00:00,2025-10-27T07:51:00+00:00,6.0,ADF,LTCP,Adiyaman,2025-10-27T09:30:00+00:00,2025-10-27T09:11:00+00:00,,,Turkish Airlines,2214,TK2214,THY2214,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:45:00+00:00,2025-10-27T07:45:00+00:00,2025-10-27T08:02:00+00:00,18.0,DLM,LTBS,Dalaman,2025-10-27T09:05:00+00:00,2025-10-27T08:57:00+00:00,,,Air Serbia,8136,JU8136,ASL8136,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:45:00+00:00,2025-10-27T07:45:00+00:00,2025-10-27T08:02:00+00:00,18.0,DLM,LTBS,Dalaman,2025-10-27T09:05:00+00:00,2025-10-27T08:57:00+00:00,,,Turkish Airlines,2552,TK2552,THY2552,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:15:00+00:00,21.0,EBL,ORER,Erbil International (irbil Northwest),2025-10-27T10:30:00+00:00,2025-10-27T10:19:00+00:00,,,Turkish Airlines,314,TK314,THY314,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:14:00+00:00,20.0,DXB,OMDB,Dubai,2025-10-27T13:30:00+00:00,2025-10-27T13:01:00+00:00,,,Royal Brunei Airlines,3621,BI3621,RBA3621,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:14:00+00:00,20.0,DXB,OMDB,Dubai,2025-10-27T13:30:00+00:00,2025-10-27T13:01:00+00:00,,,Turkish Airlines,764,TK764,THY764,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:11:00+00:00,17.0,PMO,LICJ,Punta Raisi,2025-10-27T08:30:00+00:00,2025-10-27T08:19:00+00:00,,,Turkish Airlines,1373,TK1373,THY1373,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:18:00+00:00,23.0,TLL,EETN,Ulemiste,2025-10-27T10:30:00+00:00,2025-10-27T10:19:00+00:00,,,Singapore Airlines,6281,SQ6281,SIA6281,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:18:00+00:00,23.0,TLL,EETN,Ulemiste,2025-10-27T10:30:00+00:00,2025-10-27T10:19:00+00:00,,,Turkish Airlines,1421,TK1421,THY1421,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:21:00+00:00,27.0,OPO,LPPR,Francisco Sá Carneiro,2025-10-27T09:55:00+00:00,2025-10-27T09:42:00+00:00,,,IndiGo,4257,6E4257,IGO4257,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:21:00+00:00,27.0,OPO,LPPR,Francisco Sá Carneiro,2025-10-27T09:55:00+00:00,2025-10-27T09:42:00+00:00,,,Thai Airways International,9092,TG9092,THA9092,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:21:00+00:00,27.0,OPO,LPPR,Francisco Sá Carneiro,2025-10-27T09:55:00+00:00,2025-10-27T09:42:00+00:00,,,TAP Air Portugal,6457,TP6457,TAP6457,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:55:00+00:00,2025-10-27T07:55:00+00:00,2025-10-27T08:21:00+00:00,27.0,OPO,LPPR,Francisco Sá Carneiro,2025-10-27T09:55:00+00:00,2025-10-27T09:42:00+00:00,,,Turkish Airlines,1449,TK1449,THY1449,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:58:00+00:00,59.0,BOG,SKBO,El Nuevo Dorado International,2025-10-27T13:40:00+00:00,,,,Copa Airlines,8100,CM8100,CMP8100,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:58:00+00:00,59.0,BOG,SKBO,El Nuevo Dorado International,2025-10-27T13:40:00+00:00,,,,Turkish Airlines,801,TK801,THY801,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:23:00+00:00,24.0,MLA,LMML,Malta International,2025-10-27T08:30:00+00:00,2025-10-27T08:30:00+00:00,,,IndiGo,4233,6E4233,IGO4233,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:23:00+00:00,24.0,MLA,LMML,Malta International,2025-10-27T08:30:00+00:00,2025-10-27T08:30:00+00:00,,,Air Malta,2961,KM2961,AMC2961,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:23:00+00:00,24.0,MLA,LMML,Malta International,2025-10-27T08:30:00+00:00,2025-10-27T08:30:00+00:00,,,Turkish Airlines,1369,TK1369,THY1369,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:42:00+00:00,42.0,DUS,EDDL,Düsseldorf International Airport,2025-10-27T09:20:00+00:00,2025-10-27T09:32:00+00:00,,12.0,Malaysia Airlines,4315,MH4315,MAS4315,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:42:00+00:00,42.0,DUS,EDDL,Düsseldorf International Airport,2025-10-27T09:20:00+00:00,2025-10-27T09:32:00+00:00,,12.0,Thai Airways International,9060,TG9060,THA9060,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:42:00+00:00,42.0,DUS,EDDL,Düsseldorf International Airport,2025-10-27T09:20:00+00:00,2025-10-27T09:32:00+00:00,,12.0,Turkish Airlines,1523,TK1523,THY1523,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:17:00+00:00,17.0,DUB,EIDW,Dublin International,2025-10-27T09:40:00+00:00,2025-10-27T09:25:00+00:00,,,IndiGo,4203,6E4203,IGO4203,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:17:00+00:00,17.0,DUB,EIDW,Dublin International,2025-10-27T09:40:00+00:00,2025-10-27T09:25:00+00:00,,,Turkish Airlines,1975,TK1975,THY1975,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Royal Air Maroc,9429,AT9429,RAM9429,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Air Serbia,8035,JU8035,ASL8035,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Malaysia Airlines,4278,MH4278,MAS4278,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,ANA,9671,NH9671,ANA9671,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Turkish Airlines,2312,TK2312,THY2312,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:36:00+00:00,32.0,JFK,KJFK,John F Kennedy International,2025-10-27T12:05:00+00:00,2025-10-27T11:38:00+00:00,,,IndiGo,4019,6E4019,IGO4019,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:36:00+00:00,32.0,JFK,KJFK,John F Kennedy International,2025-10-27T12:05:00+00:00,2025-10-27T11:38:00+00:00,,,SA AVIANCA,6635,AV6635,AVA6635,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:36:00+00:00,32.0,JFK,KJFK,John F Kennedy International,2025-10-27T12:05:00+00:00,2025-10-27T11:38:00+00:00,,,JetBlue Airways,6902,B66902,JBU6902,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:36:00+00:00,32.0,JFK,KJFK,John F Kennedy International,2025-10-27T12:05:00+00:00,2025-10-27T11:38:00+00:00,,,Uzbekistan Airways,7283,HY7283,UZB7283,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:36:00+00:00,32.0,JFK,KJFK,John F Kennedy International,2025-10-27T12:05:00+00:00,2025-10-27T11:38:00+00:00,,,Pakistan International Airlines,5003,PK5003,PIA5003,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:36:00+00:00,32.0,JFK,KJFK,John F Kennedy International,2025-10-27T12:05:00+00:00,2025-10-27T11:38:00+00:00,,,Turkish Airlines,3,TK3,THY3,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,IndiGo,4025,6E4025,IGO4025,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,Uzbekistan Airways,7239,HY7239,UZB7239,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,Pakistan International Airlines,5179,PK5179,PIA5179,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,Thai Airways International,7551,TG7551,THA7551,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,Turkish Airlines,179,TK179,THY179,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:32:00+00:00,23.0,TIF,OETF,Taif,2025-10-27T12:00:00+00:00,2025-10-27T12:01:00+00:00,,1.0,Turkish Airlines,580,TK580,THY580,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,IndiGo,4197,6E4197,IGO4197,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,Royal Jordanian,3736,RJ3736,RJA3736,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,Thai Airways International,9134,TG9134,THA9134,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,Turkish Airlines,1035,TK1035,THY1035,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:50:00+00:00,41.0,WAW,EPWA,Frederic Chopin,2025-10-27T08:40:00+00:00,2025-10-27T08:53:00+00:00,,13.0,LOT - Polish Airlines,4508,LO4508,LOT4508,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:50:00+00:00,41.0,WAW,EPWA,Frederic Chopin,2025-10-27T08:40:00+00:00,2025-10-27T08:53:00+00:00,,13.0,Turkish Airlines,1265,TK1265,THY1265,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:31:00+00:00,21.0,CTA,LICC,Fontanarossa,2025-10-27T08:35:00+00:00,2025-10-27T08:28:00+00:00,,,Turkish Airlines,1393,TK1393,THY1393,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:35:00+00:00,26.0,MAD,LEMD,Barajas,2025-10-27T10:50:00+00:00,2025-10-27T10:21:00+00:00,,,IndiGo,4347,6E4347,IGO4347,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:35:00+00:00,26.0,MAD,LEMD,Barajas,2025-10-27T10:50:00+00:00,2025-10-27T10:21:00+00:00,,,SA AVIANCA,6611,AV6611,AVA6611,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:35:00+00:00,26.0,MAD,LEMD,Barajas,2025-10-27T10:50:00+00:00,2025-10-27T10:21:00+00:00,,,Thai Airways International,9046,TG9046,THA9046,2025-10-27 14:04:59
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:35:00+00:00,26.0,MAD,LEMD,Barajas,2025-10-27T10:50:00+00:00,2025-10-27T10:21:00+00:00,,,Uzbekistan Airways,7287,HY7287,UZB7287,2025-10-27 14:04:59
