hour,dep_scheduled,dep_actual,delay_min,airline_name,flight_number,temp,humidity,pressure,wind_speed,weather,avg_speed,total_vehicles
2025-10-27 11:00:00+03:00,2025-10-27 08:20:00+00:00,2025-10-27 08:35:00+00:00,15.0,Turkish Airlines,1085.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 09:14:00+00:00,49.0,TAROM,9164.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 09:14:00+00:00,49.0,Turkish Airlines,1043.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 08:36:00+00:00,11.0,Sichuan Airlines,7223.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 08:36:00+00:00,11.0,IndiGo,4195.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 08:36:00+00:00,11.0,Aegean Airlines,3155.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 08:36:00+00:00,11.0,Pakistan International Airlines,5843.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 08:36:00+00:00,11.0,Thai Airways International,9136.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:25:00+00:00,2025-10-27 08:36:00+00:00,11.0,Turkish Airlines,1843.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:30:00+00:00,2025-10-27 08:48:00+00:00,18.0,Turkish Airlines,1445.0,,,,,,,
2025-10-27 11:00:00+03:00,2025-10-27 08:35:00+00:00,2025-10-27 09:02:00+00:00,27.0,Turkish Airlines,269.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:00:00+00:00,,15.0,Thai Airways International,9153.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:00:00+00:00,,15.0,Turkish Airlines,1339.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:00:00+00:00,2025-10-27 17:25:00+00:00,25.0,IndiGo,4179.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:00:00+00:00,2025-10-27 17:25:00+00:00,25.0,Turkish Airlines,1815.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:05:00+00:00,,0.0,Turkish Airlines,1409.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:05:00+00:00,,30.0,Turkish Airlines,1505.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,0.0,Malaysia Airlines,4268.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,0.0,Malindo Air,9212.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,40.0,IndiGo,4109.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,40.0,AZAL Azerbaijan Airlines,6887.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,40.0,Miat - Mongolian Airlines,1123.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,40.0,Thai Airways International,9052.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,40.0,RwandAir,1282.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:10:00+00:00,,40.0,Turkish Airlines,1887.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:15:00+00:00,,0.0,Royal Brunei Airlines,3613.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:15:00+00:00,,0.0,Turkish Airlines,9401.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:15:00+00:00,,0.0,Air Europa,1684.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:30:00+00:00,,0.0,Aeroflot,2137.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:30:00+00:00,,30.0,Air Serbia,8098.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:30:00+00:00,,30.0,Turkish Airlines,2426.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:30:00+00:00,,30.0,Turkish Airlines,,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:35:00+00:00,,0.0,Turkish Airlines,2464.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:45:00+00:00,,0.0,IndiGo,4101.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:45:00+00:00,,0.0,Turkish Airlines,1383.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:50:00+00:00,,0.0,IndiGo,4153.0,,,,,,,
2025-10-27 20:00:00+03:00,2025-10-27 17:50:00+00:00,,0.0,Uzbekistan Airways,7255.0,,,,,,,
2025-10-28 04:00:00+03:00,2025-10-28 01:50:00+00:00,,0.0,Chrono Aviation,600.0,14.45,88.0,1009.0,1.34,Clouds,,
2025-10-28 04:00:00+03:00,2025-10-28 01:50:00+00:00,,0.0,Chrono Aviation,600.0,14.45,84.0,1010.0,0.89,Clouds,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,Air Canada,9476.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,LATAM Airlines,8704.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,ANA,5882.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,United Airlines,9127.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,Lufthansa,1305.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:05:00+00:00,,0.0,Air Serbia,8198.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:05:00+00:00,,0.0,Turkish Airlines,2220.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:05:00+00:00,,0.0,Royal Air Maroc,9423.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:05:00+00:00,,0.0,Turkish Airlines,2452.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:15:00+00:00,,0.0,ULS Airlines Cargo,6637.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:25:00+00:00,,0.0,Royal Air Maroc,9435.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:25:00+00:00,,0.0,Air Serbia,8083.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:25:00+00:00,,0.0,Thai Airways International,9326.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:25:00+00:00,,0.0,Turkish Airlines,2408.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:25:00+00:00,,0.0,Turkish Airlines,2674.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Turkish Airlines,8052.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Etihad Airways,544.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Air Serbia,8064.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Thai Airways International,9322.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Turkish Airlines,2010.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Turkish Airlines,2242.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Turkish Airlines,6446.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,American Airlines,6614.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,British Airways,681.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Ethiopian Airlines,723.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,IndiGo,4035.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Uzbekistan Airways,7235.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Miat - Mongolian Airlines,1137.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Pakistan International Airlines,5185.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Turkish Airlines,185.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Finnair,3317.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Air Serbia,8192.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Thai Airways International,9334.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Turkish Airlines,2592.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Turkish Airlines,2666.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:40:00+00:00,,0.0,Air Serbia,8112.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:40:00+00:00,,0.0,TAROM,9182.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:40:00+00:00,,0.0,Thai Airways International,9312.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:40:00+00:00,,0.0,Turkish Airlines,2504.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Pegasus,1982.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,378.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Air Serbia,8262.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Royal Jordanian,3716.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,816.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,960.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,2214.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Air Serbia,8136.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,2552.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:50:00+00:00,,16.0,Turkish Airlines,8160.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:50:00+00:00,,16.0,LOT - Polish Airlines,138.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,314.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Royal Brunei Airlines,3621.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,764.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,EgyptAir,9292.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,690.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Middle East Airlines,4830.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,830.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,IndiGo,4257.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Thai Airways International,9092.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,TAP Air Portugal,6457.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1449.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1453.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,IndiGo,4253.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Malaysia Airlines,4325.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Thai Airways International,9086.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,TAP Air Portugal,6455.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1755.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Sichuan Airlines,7211.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,JetBlue Airways,6913.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Air Seychelles,6402.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,LATAM Airlines,5721.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,United Airlines,6925.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,RwandAir,1261.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1821.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,IndiGo,4347.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,SA AVIANCA,6611.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Thai Airways International,9046.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Uzbekistan Airways,7287.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1857.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,6453.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,10.0,Copa Airlines,8100.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,10.0,Turkish Airlines,900.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,LOT - Polish Airlines,4516.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1271.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Malaysia Airlines,4315.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Thai Airways International,9060.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1523.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,IndiGo,4149.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Uzbekistan Airways,7285.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Thai Airways International,9130.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1767.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,IndiGo,4221.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Malaysia Airlines,4343.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Thai Airways International,9104.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1867.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,IndiGo,4203.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1975.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Thai Airways International,9300.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,2126.0,,,,,,,
2025-10-28 07:00:00+03:00,2025-10-28 04:05:00+00:00,,0.0,Lufthansa,8347.0,13.34,93.0,1010.0,1.79,Clouds,,
2025-10-28 07:00:00+03:00,2025-10-28 04:05:00+00:00,,0.0,Lufthansa,8347.0,13.34,92.0,1010.0,1.79,Clouds,,
2025-10-28 07:00:00+03:00,2025-10-28 04:05:00+00:00,,16.0,Turkish Airlines,1597.0,13.34,93.0,1010.0,1.79,Clouds,,
2025-10-28 07:00:00+03:00,2025-10-28 04:05:00+00:00,,16.0,Turkish Airlines,1597.0,13.34,92.0,1010.0,1.79,Clouds,,
2025-10-28 08:00:00+03:00,2025-10-28 05:10:00+00:00,,0.0,Turkish Airlines,6366.0,,,,,,,
2025-10-28 08:00:00+03:00,2025-10-28 05:10:00+00:00,,16.0,Turkish Airlines,6039.0,,,,,,,
2025-10-28 08:00:00+03:00,2025-10-28 05:15:00+00:00,,16.0,Turkish Airlines,,,,,,,,
2025-10-28 08:00:00+03:00,2025-10-28 05:25:00+00:00,,16.0,Turkish Airlines,,,,,,,,
2025-10-28 08:00:00+03:00,2025-10-28 05:50:00+00:00,,0.0,Turkish Airlines,6497.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:00:00+00:00,,16.0,Turkish Airlines,8573.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:00:00+00:00,,16.0,Uzbekistan Airways,282.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:05:00+00:00,,0.0,Turkish Airlines,8351.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:05:00+00:00,,0.0,Gulf Air,46.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:10:00+00:00,,0.0,Turkish Airlines,6266.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:10:00+00:00,,16.0,ULS Airlines Cargo,6509.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:25:00+00:00,,0.0,Turkish Airlines,6526.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:25:00+00:00,,31.0,Turkish Airlines,6526.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,Air Canada,9476.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,LATAM Airlines,8704.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,ANA,5882.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,United Airlines,9127.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,0.0,Lufthansa,1305.0,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:30:00+00:00,,16.0,RusJet,,,,,,,,
2025-10-28 09:00:00+03:00,2025-10-28 06:50:00+00:00,,0.0,Turkish Airlines,26.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Turkish Airlines,8052.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Etihad Airways,544.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Air Serbia,8064.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Thai Airways International,9322.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Turkish Airlines,2010.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:30:00+00:00,,0.0,Turkish Airlines,6446.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,American Airlines,6614.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,British Airways,681.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Ethiopian Airlines,723.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,IndiGo,4035.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Uzbekistan Airways,7235.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Miat - Mongolian Airlines,1137.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Pakistan International Airlines,5185.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,10.0,Turkish Airlines,185.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:35:00+00:00,,0.0,Turkish Airlines,2666.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Pegasus,1982.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Air Serbia,8262.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Royal Jordanian,3716.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,816.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,960.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:45:00+00:00,,0.0,Turkish Airlines,2214.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:50:00+00:00,,16.0,Turkish Airlines,8160.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:50:00+00:00,,16.0,LOT - Polish Airlines,138.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,314.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Royal Brunei Airlines,3621.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,764.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,EgyptAir,9292.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,690.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,IndiGo,4257.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Thai Airways International,9092.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,TAP Air Portugal,6457.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1449.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1453.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,IndiGo,4253.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Malaysia Airlines,4325.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Thai Airways International,9086.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,TAP Air Portugal,6455.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1755.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Sichuan Airlines,7211.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,JetBlue Airways,6913.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Air Seychelles,6402.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,LATAM Airlines,5721.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,United Airlines,6925.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,RwandAir,1261.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1821.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,IndiGo,4347.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,SA AVIANCA,6611.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Thai Airways International,9046.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Uzbekistan Airways,7287.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,1857.0,,,,,,,
2025-10-28 10:00:00+03:00,2025-10-28 07:55:00+00:00,,0.0,Turkish Airlines,6453.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,10.0,Copa Airlines,8100.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,10.0,Turkish Airlines,900.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,LOT - Polish Airlines,4516.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1271.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Malaysia Airlines,4315.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Thai Airways International,9060.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1523.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,IndiGo,4149.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Uzbekistan Airways,7285.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Thai Airways International,9130.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1767.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,IndiGo,4221.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Malaysia Airlines,4343.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Thai Airways International,9104.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,Turkish Airlines,1867.0,,,,,,,
2025-10-28 11:00:00+03:00,2025-10-28 08:00:00+00:00,,0.0,IndiGo,4203.0,,,,,,,
